Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Month
2021-09-20,Creatine,Performance,96,25.87,2483.9,0.0,2,UK,iHerb,9
2021-09-20,Zinc,Mineral,78,39.15,2595.44,0.15,2,UK,Amazon,9
2021-09-20,Magnesium,Mineral,67,26.44,1771.58,0.0,2,UK,Walmart,9
2021-09-20,Probiotic,Digestive,77,21.46,1652.28,0.0,2,Canada,Walmart,9
2021-09-20,Ashwagandha,Herbal,35,50.63,1683.32,0.05,0,UK,Amazon,9
2021-09-20,Melatonin,Sleep Aid,64,37.66,2289.84,0.05,2,Canada,Amazon,9
2021-09-20,Biotin,Vitamin,74,25.8,1908.89,0.0,3,UK,Walmart,9
2021-09-20,Green Tea Extract,Fat Burner,115,29.17,2348.39,0.3,3,USA,iHerb,9
2021-09-20,Iron Supplement,Mineral,111,29.07,2258.78,0.3,4,Canada,Amazon,9
2021-09-20,Electrolyte Powder,Hydration,54,38.56,2082.02,0.0,1,USA,Amazon,9
2021-09-27,Whey Protein,Protein,79,40.59,3206.56,0.0,3,UK,Amazon,9
2021-09-27,Vitamin C,Vitamin,36,44.14,1588.95,0.0,1,USA,Amazon,9
2021-09-27,Fish Oil,Omega,58,26.63,1544.27,0.0,0,UK,iHerb,9
2021-09-27,Multivitamin,Vitamin,94,44.07,3107.11,0.25,2,USA,iHerb,9
2021-09-27,Pre-Workout,Performance,57,48.53,2627.83,0.05,0,Canada,Amazon,9
2021-09-27,BCAA,Amino Acid,62,52.39,2436.31,0.25,3,UK,iHerb,9
2021-09-27,Creatine,Performance,67,41.02,2611.08,0.05,2,Canada,iHerb,9
2021-09-27,Zinc,Mineral,68,42.01,2428.13,0.15,1,Canada,Amazon,9
2021-09-27,Magnesium,Mineral,69,43.38,2544.19,0.15,2,USA,Amazon,9
2021-09-27,Probiotic,Digestive,61,41.4,2272.81,0.1,1,UK,Amazon,9
2021-09-27,Ashwagandha,Herbal,80,27.28,1854.73,0.15,3,UK,Walmart,9
2021-09-27,Melatonin,Sleep Aid,88,35.37,2334.21,0.25,1,UK,iHerb,9
2021-09-27,Biotin,Vitamin,77,37.45,2451.13,0.15,3,UK,iHerb,9
2021-09-27,Green Tea Extract,Fat Burner,96,44.88,3015.84,0.3,2,UK,Walmart,9
2021-09-27,Iron Supplement,Mineral,91,48.1,3064.06,0.3,3,USA,Amazon,9
2021-09-27,Electrolyte Powder,Hydration,60,32.25,1935.26,0.0,0,USA,iHerb,9
2021-10-04,Whey Protein,Protein,94,26.81,2520.56,0.0,1,UK,iHerb,10
2021-10-04,Vitamin C,Vitamin,65,33.09,2150.97,0.0,2,UK,Walmart,10
2021-10-04,Fish Oil,Omega,101,38.03,2688.95,0.3,1,USA,Walmart,10
2021-10-04,Multivitamin,Vitamin,73,32.47,2370.29,0.0,1,Canada,Amazon,10
2021-10-04,Pre-Workout,Performance,96,19.33,1856.09,0.0,1,USA,Walmart,10
2021-10-04,BCAA,Amino Acid,76,17.79,1352.19,0.0,2,Canada,Amazon,10
2021-10-04,Creatine,Performance,108,35.21,2851.79,0.25,3,UK,iHerb,10
2021-10-04,Zinc,Mineral,77,28.98,2231.55,0.0,2,UK,iHerb,10
2021-10-04,Magnesium,Mineral,108,22.35,1810.3,0.25,4,USA,Walmart,10
2021-10-04,Probiotic,Digestive,43,48.8,1888.67,0.1,2,USA,iHerb,10
2021-10-04,Ashwagandha,Herbal,63,30.49,1825.12,0.05,2,USA,Walmart,10
2021-10-04,Melatonin,Sleep Aid,100,19.09,1527.48,0.2,4,USA,Walmart,10
2021-10-04,Biotin,Vitamin,57,44.37,2529.02,0.0,2,UK,iHerb,10
2021-10-04,Green Tea Extract,Fat Burner,62,46.39,2588.56,0.1,1,Canada,Walmart,10
2021-10-04,Iron Supplement,Mineral,82,20.3,1580.99,0.05,0,UK,Walmart,10
2021-10-04,Electrolyte Powder,Hydration,64,36.43,2331.81,0.0,2,Canada,Amazon,10
2021-10-11,Whey Protein,Protein,82,29.69,2434.48,0.0,2,UK,iHerb,10
2021-10-11,Vitamin C,Vitamin,57,43.26,2342.55,0.05,0,Canada,iHerb,10
2021-10-11,Fish Oil,Omega,58,34.77,2016.41,0.0,1,UK,Amazon,10
2021-10-11,Multivitamin,Vitamin,94,48.33,3180.16,0.3,2,USA,Amazon,10
2021-10-11,Pre-Workout,Performance,62,47.13,2922.25,0.0,1,USA,Walmart,10
2021-10-11,BCAA,Amino Acid,54,39.64,2140.55,0.0,2,USA,Walmart,10
2021-10-11,Creatine,Performance,86,18.58,1598.26,0.0,1,USA,iHerb,10
2021-10-11,Zinc,Mineral,71,31.38,2228.27,0.0,3,UK,iHerb,10
2021-10-11,Magnesium,Mineral,64,34.15,2185.33,0.0,1,UK,Walmart,10
2021-10-11,Probiotic,Digestive,48,37.42,1796.24,0.0,1,USA,Walmart,10
2021-10-11,Ashwagandha,Herbal,104,27.18,1978.87,0.3,2,UK,Amazon,10
2021-10-11,Melatonin,Sleep Aid,48,43.07,1963.91,0.05,2,Canada,Walmart,10
2021-10-11,Biotin,Vitamin,114,20.61,1879.43,0.2,2,UK,Walmart,10
2021-10-11,Green Tea Extract,Fat Burner,108,20.24,1858.18,0.15,3,UK,Amazon,10
2021-10-11,Iron Supplement,Mineral,86,17.8,1530.91,0.0,1,Canada,Walmart,10
2021-10-11,Electrolyte Powder,Hydration,63,44.62,2389.53,0.15,1,UK,Walmart,10
2021-10-18,Whey Protein,Protein,84,45.36,3238.86,0.15,1,UK,Walmart,10
2021-10-18,Vitamin C,Vitamin,69,22.49,1552.09,0.0,2,UK,Amazon,10
2021-10-18,Fish Oil,Omega,66,38.47,2284.96,0.1,1,UK,Amazon,10
2021-10-18,Multivitamin,Vitamin,78,24.25,1891.42,0.0,2,USA,iHerb,10
2021-10-18,Pre-Workout,Performance,84,22.95,1927.62,0.0,1,UK,Amazon,10
2021-10-18,BCAA,Amino Acid,79,15.35,1212.86,0.0,2,USA,iHerb,10
2021-10-18,Creatine,Performance,70,32.76,2293.49,0.0,2,USA,Amazon,10
2021-10-18,Zinc,Mineral,54,34.35,1854.7,0.0,0,UK,iHerb,10
2021-10-18,Magnesium,Mineral,78,29.97,2221.08,0.05,2,UK,Walmart,10
2021-10-18,Probiotic,Digestive,69,41.8,2595.96,0.1,0,UK,iHerb,10
2021-10-18,Ashwagandha,Herbal,47,38.17,1793.81,0.0,1,USA,Amazon,10
2021-10-18,Melatonin,Sleep Aid,95,20.17,1724.34,0.1,3,USA,iHerb,10
2021-10-18,Biotin,Vitamin,44,48.91,2152.04,0.0,0,Canada,Amazon,10
2021-10-18,Green Tea Extract,Fat Burner,108,23.02,1864.54,0.25,3,USA,Walmart,10
2021-10-18,Iron Supplement,Mineral,63,46.94,2513.7,0.15,2,USA,Walmart,10
2021-10-18,Electrolyte Powder,Hydration,112,14.85,1247.37,0.25,1,UK,iHerb,10
2021-10-25,Whey Protein,Protein,113,26.35,2530.88,0.15,4,UK,Walmart,10
2021-10-25,Vitamin C,Vitamin,99,18.86,1586.99,0.15,2,UK,Walmart,10
2021-10-25,Fish Oil,Omega,73,22.17,1618.48,0.0,2,UK,Walmart,10
2021-10-25,Multivitamin,Vitamin,49,41.6,2038.3,0.0,1,UK,iHerb,10
2021-10-25,Pre-Workout,Performance,84,26.61,2235.27,0.0,3,UK,Walmart,10
2021-10-25,BCAA,Amino Acid,89,42.65,2657.24,0.3,3,UK,Walmart,10
2021-10-25,Creatine,Performance,86,32.84,2824.35,0.0,1,USA,iHerb,10
2021-10-25,Zinc,Mineral,66,47.54,2509.85,0.2,2,UK,iHerb,10
2021-10-25,Magnesium,Mineral,49,43.18,2115.89,0.0,1,Canada,iHerb,10
2021-10-25,Probiotic,Digestive,96,38.93,2616.15,0.3,1,UK,iHerb,10
2021-10-25,Ashwagandha,Herbal,75,21.25,1593.54,0.0,2,UK,iHerb,10
2021-10-25,Melatonin,Sleep Aid,90,38.7,2612.37,0.25,3,USA,iHerb,10
2021-10-25,Biotin,Vitamin,54,46.8,2527.0,0.0,2,Canada,iHerb,10
2021-10-25,Green Tea Extract,Fat Burner,88,29.42,2200.44,0.15,1,UK,Walmart,10
2021-10-25,Iron Supplement,Mineral,36,49.97,1798.74,0.0,0,UK,Walmart,10
2021-10-25,Electrolyte Powder,Hydration,76,20.18,1533.65,0.0,2,Canada,Amazon,10
2021-11-01,Whey Protein,Protein,117,17.92,2097.1,0.0,3,UK,iHerb,11
2021-11-01,Vitamin C,Vitamin,88,40.87,3417.0,0.05,3,USA,Walmart,11
2021-11-01,Fish Oil,Omega,55,35.31,1941.87,0.0,2,USA,Walmart,11
2021-11-01,Multivitamin,Vitamin,85,27.82,2364.38,0.0,1,USA,iHerb,11
2021-11-01,Pre-Workout,Performance,84,45.43,3434.55,0.1,1,USA,Amazon,11
2021-11-01,BCAA,Amino Acid,96,42.54,3267.02,0.2,1,Canada,iHerb,11
2021-11-01,Creatine,Performance,121,30.07,2910.47,0.2,1,USA,Amazon,11
2021-11-01,Zinc,Mineral,129,22.93,2218.72,0.25,3,Canada,Walmart,11
2021-11-01,Magnesium,Mineral,106,40.92,3253.33,0.25,1,USA,iHerb,11
2021-11-01,Probiotic,Digestive,130,31.11,2830.59,0.3,5,Canada,Walmart,11
2021-11-01,Ashwagandha,Herbal,61,34.42,2099.66,0.0,0,Canada,Walmart,11
2021-11-01,Melatonin,Sleep Aid,106,16.59,1670.36,0.05,1,Canada,iHerb,11
2021-11-01,Biotin,Vitamin,90,24.04,2163.52,0.0,4,UK,Walmart,11
2021-11-01,Green Tea Extract,Fat Burner,82,52.03,3200.08,0.25,3,Canada,iHerb,11
2021-11-01,Iron Supplement,Mineral,105,20.3,1918.79,0.1,1,UK,iHerb,11
2021-11-01,Electrolyte Powder,Hydration,132,23.24,2300.54,0.25,1,UK,Amazon,11
2021-11-08,Whey Protein,Protein,116,32.69,3413.19,0.1,5,USA,Walmart,11
2021-11-08,Vitamin C,Vitamin,70,35.04,2452.5,0.0,1,USA,Walmart,11
2021-11-08,Fish Oil,Omega,54,41.41,2236.18,0.0,1,USA,Walmart,11
2021-11-08,Multivitamin,Vitamin,144,21.36,2153.01,0.3,5,UK,Walmart,11
2021-11-08,Pre-Workout,Performance,153,27.93,2991.07,0.3,3,USA,iHerb,11
2021-11-08,BCAA,Amino Acid,87,24.64,2143.54,0.0,4,Canada,Amazon,11
2021-11-08,Creatine,Performance,71,48.43,3438.19,0.0,1,UK,iHerb,11
2021-11-08,Zinc,Mineral,118,28.05,2482.76,0.25,2,Canada,Walmart,11
2021-11-08,Magnesium,Mineral,111,20.32,1917.33,0.15,3,USA,Amazon,11
2021-11-08,Probiotic,Digestive,75,39.8,2835.68,0.05,2,USA,iHerb,11
2021-11-08,Ashwagandha,Herbal,37,48.52,1795.28,0.0,1,UK,Walmart,11
2021-11-08,Melatonin,Sleep Aid,103,14.16,1458.41,0.0,1,USA,iHerb,11
2021-11-08,Biotin,Vitamin,102,16.02,1633.94,0.0,4,Canada,Amazon,11
2021-11-08,Green Tea Extract,Fat Burner,60,50.13,2707.0,0.1,2,USA,Walmart,11
2021-11-08,Iron Supplement,Mineral,81,43.83,3194.94,0.1,1,Canada,Amazon,11
2021-11-08,Electrolyte Powder,Hydration,109,19.02,1866.17,0.1,3,Canada,Amazon,11
2021-11-15,Whey Protein,Protein,148,20.93,2478.32,0.2,6,USA,Amazon,11
2021-11-15,Vitamin C,Vitamin,99,26.85,2524.91,0.05,2,USA,Walmart,11
2021-11-15,Fish Oil,Omega,71,36.3,2577.24,0.0,1,Canada,iHerb,11
2021-11-15,Multivitamin,Vitamin,131,30.5,2996.71,0.25,5,UK,Walmart,11
2021-11-15,Pre-Workout,Performance,112,20.13,2142.08,0.05,4,Canada,Amazon,11
2021-11-15,BCAA,Amino Acid,66,38.4,2534.23,0.0,2,Canada,iHerb,11
2021-11-15,Creatine,Performance,149,13.98,1771.15,0.15,6,USA,iHerb,11
2021-11-15,Zinc,Mineral,88,31.35,2620.79,0.05,1,USA,Walmart,11
2021-11-15,Magnesium,Mineral,84,50.71,3194.75,0.25,2,Canada,Walmart,11
2021-11-15,Probiotic,Digestive,124,37.78,3279.63,0.3,4,UK,Walmart,11
2021-11-15,Ashwagandha,Herbal,70,30.39,2127.41,0.0,3,Canada,Amazon,11
2021-11-15,Melatonin,Sleep Aid,91,26.89,2202.17,0.1,1,Canada,Walmart,11
2021-11-15,Biotin,Vitamin,89,20.7,1842.2,0.0,3,USA,iHerb,11
2021-11-15,Green Tea Extract,Fat Burner,83,42.93,2850.31,0.2,3,USA,iHerb,11
2021-11-15,Iron Supplement,Mineral,98,39.52,3098.35,0.2,4,Canada,Walmart,11
2021-11-15,Electrolyte Powder,Hydration,82,34.79,2709.99,0.05,1,UK,Walmart,11
2021-11-22,Whey Protein,Protein,104,40.89,3827.53,0.1,1,Canada,Amazon,11
2021-11-22,Vitamin C,Vitamin,93,36.85,2912.7,0.15,3,USA,Walmart,11
2021-11-22,Fish Oil,Omega,58,33.99,1971.35,0.0,2,USA,Walmart,11
2021-11-22,Multivitamin,Vitamin,96,28.75,2759.81,0.0,3,USA,Walmart,11
2021-11-22,Pre-Workout,Performance,74,47.66,3526.81,0.0,2,Canada,Walmart,11
2021-11-22,BCAA,Amino Acid,71,32.81,2329.56,0.0,2,Canada,Amazon,11
2021-11-22,Creatine,Performance,87,36.76,3197.87,0.0,2,Canada,Walmart,11
2021-11-22,Zinc,Mineral,111,16.19,1617.5,0.1,4,UK,Walmart,11
2021-11-22,Magnesium,Mineral,93,30.43,2688.92,0.05,2,Canada,Walmart,11
2021-11-22,Probiotic,Digestive,90,29.36,2510.69,0.05,1,UK,iHerb,11
2021-11-22,Ashwagandha,Herbal,73,31.51,2300.43,0.0,1,UK,iHerb,11
2021-11-22,Melatonin,Sleep Aid,92,30.56,2811.75,0.0,2,USA,Walmart,11
2021-11-22,Biotin,Vitamin,68,37.15,2525.89,0.0,1,Canada,iHerb,11
2021-11-22,Green Tea Extract,Fat Burner,84,19.33,1623.85,0.0,1,Canada,Amazon,11
2021-11-22,Iron Supplement,Mineral,126,20.8,2096.76,0.2,5,UK,Amazon,11
2021-11-22,Electrolyte Powder,Hydration,50,47.26,2362.84,0.0,0,Canada,Amazon,11
2021-11-29,Whey Protein,Protein,151,29.88,3384.19,0.25,5,Canada,Amazon,11
2021-11-29,Vitamin C,Vitamin,93,27.37,2545.09,0.0,1,USA,Walmart,11
2021-11-29,Fish Oil,Omega,64,32.72,2094.2,0.0,1,USA,Walmart,11
2021-11-29,Multivitamin,Vitamin,140,29.71,2911.12,0.3,3,USA,Amazon,11
2021-11-29,Pre-Workout,Performance,157,15.62,1838.99,0.25,7,UK,iHerb,11
2021-11-29,BCAA,Amino Acid,46,49.24,2265.14,0.0,2,USA,Amazon,11
2021-11-29,Creatine,Performance,134,45.75,4291.3,0.3,2,USA,iHerb,11
2021-11-29,Zinc,Mineral,93,40.72,3029.51,0.2,1,USA,iHerb,11
2021-11-29,Magnesium,Mineral,139,27.6,2685.38,0.3,3,UK,Walmart,11
2021-11-29,Probiotic,Digestive,86,38.32,2966.33,0.1,3,USA,iHerb,11
2021-11-29,Ashwagandha,Herbal,65,33.53,2179.56,0.0,1,Canada,Amazon,11
2021-11-29,Melatonin,Sleep Aid,69,30.69,2117.69,0.0,0,USA,Walmart,11
2021-11-29,Biotin,Vitamin,79,46.57,3127.0,0.15,2,UK,Walmart,11
2021-11-29,Green Tea Extract,Fat Burner,105,28.89,2578.39,0.15,3,USA,iHerb,11
2021-11-29,Iron Supplement,Mineral,100,27.78,2499.92,0.1,4,UK,iHerb,11
2021-11-29,Electrolyte Powder,Hydration,74,42.66,2999.12,0.05,1,Canada,Amazon,11
2021-12-06,Whey Protein,Protein,89,37.22,3312.36,0.0,3,UK,Walmart,12
2021-12-06,Vitamin C,Vitamin,119,42.63,3550.8,0.3,3,UK,Walmart,12
2021-12-06,Fish Oil,Omega,80,30.56,2445.1,0.0,1,UK,Amazon,12
2021-12-06,Multivitamin,Vitamin,88,24.33,2141.26,0.0,2,UK,Amazon,12
2021-12-06,Pre-Workout,Performance,116,13.58,1574.76,0.0,4,USA,Amazon,12
2021-12-06,BCAA,Amino Acid,61,38.52,2349.92,0.0,0,USA,Amazon,12
2021-12-06,Creatine,Performance,107,24.4,2480.6,0.05,1,USA,Walmart,12
2021-12-06,Zinc,Mineral,137,21.38,2343.7,0.2,6,Canada,Amazon,12
2021-12-06,Magnesium,Mineral,85,45.45,3283.58,0.15,4,Canada,iHerb,12
2021-12-06,Probiotic,Digestive,93,18.71,1740.34,0.0,2,Canada,iHerb,12
2021-12-06,Ashwagandha,Herbal,65,49.43,2891.83,0.1,2,UK,Walmart,12
2021-12-06,Melatonin,Sleep Aid,86,29.01,2495.28,0.0,1,UK,Amazon,12
2021-12-06,Biotin,Vitamin,129,27.21,2456.92,0.3,1,USA,Walmart,12
2021-12-06,Green Tea Extract,Fat Burner,53,48.28,2559.05,0.0,1,Canada,iHerb,12
2021-12-06,Iron Supplement,Mineral,69,39.9,2477.84,0.1,1,UK,Walmart,12
2021-12-06,Electrolyte Powder,Hydration,91,19.37,1762.67,0.0,1,USA,Walmart,12
2021-12-13,Whey Protein,Protein,111,38.73,3439.66,0.2,2,Canada,Amazon,12
2021-12-13,Vitamin C,Vitamin,98,19.42,1903.09,0.0,3,USA,Amazon,12
2021-12-13,Fish Oil,Omega,79,45.02,3022.96,0.15,3,Canada,Walmart,12
2021-12-13,Multivitamin,Vitamin,70,45.19,3163.12,0.0,1,Canada,Walmart,12
2021-12-13,Pre-Workout,Performance,91,40.65,3329.3,0.1,2,USA,iHerb,12
2021-12-13,BCAA,Amino Acid,69,45.06,2798.02,0.1,2,Canada,iHerb,12
2021-12-13,Creatine,Performance,111,16.54,1836.35,0.0,2,UK,Amazon,12
2021-12-13,Zinc,Mineral,76,42.94,2936.77,0.1,2,Canada,Amazon,12
2021-12-13,Magnesium,Mineral,71,40.36,2865.9,0.0,2,USA,iHerb,12
2021-12-13,Probiotic,Digestive,119,34.22,3053.82,0.25,1,Canada,Walmart,12
2021-12-13,Ashwagandha,Herbal,122,30.23,2581.36,0.3,1,Canada,Amazon,12
2021-12-13,Melatonin,Sleep Aid,70,34.6,2421.86,0.0,1,USA,Amazon,12
2021-12-13,Biotin,Vitamin,90,27.44,2469.76,0.0,2,Canada,iHerb,12
2021-12-13,Green Tea Extract,Fat Burner,73,40.73,2675.99,0.1,3,UK,iHerb,12
2021-12-13,Iron Supplement,Mineral,103,13.25,1365.15,0.0,3,Canada,Walmart,12
2021-12-13,Electrolyte Powder,Hydration,102,40.98,3135.27,0.25,2,Canada,Amazon,12
2021-12-20,Whey Protein,Protein,99,47.46,4463.43,0.05,2,UK,iHerb,12
2021-12-20,Vitamin C,Vitamin,129,15.33,1582.44,0.2,2,Canada,Amazon,12
2021-12-20,Fish Oil,Omega,72,39.13,2676.34,0.05,1,Canada,Walmart,12
2021-12-20,Multivitamin,Vitamin,109,18.46,1911.73,0.05,3,Canada,Amazon,12
2021-12-20,Pre-Workout,Performance,116,29.92,2950.2,0.15,2,UK,Amazon,12
2021-12-20,BCAA,Amino Acid,108,30.35,2622.38,0.2,2,Canada,Amazon,12
2021-12-20,Creatine,Performance,110,23.81,2618.91,0.0,2,Canada,iHerb,12
2021-12-20,Zinc,Mineral,90,23.09,1974.58,0.05,2,UK,Walmart,12
2021-12-20,Magnesium,Mineral,90,24.08,2167.56,0.0,3,USA,Amazon,12
2021-12-20,Probiotic,Digestive,98,23.47,2185.44,0.05,4,USA,iHerb,12
2021-12-20,Ashwagandha,Herbal,71,29.46,1882.49,0.1,3,UK,Walmart,12
2021-12-20,Melatonin,Sleep Aid,115,18.22,1676.6,0.2,3,Canada,Amazon,12
2021-12-20,Biotin,Vitamin,52,46.46,2415.83,0.0,0,UK,Amazon,12
2021-12-20,Green Tea Extract,Fat Burner,52,51.7,2688.53,0.0,2,UK,Walmart,12
2021-12-20,Iron Supplement,Mineral,68,35.26,2397.95,0.0,2,UK,Walmart,12
2021-12-20,Electrolyte Powder,Hydration,103,48.0,3460.91,0.3,2,Canada,Amazon,12
2021-12-27,Whey Protein,Protein,129,17.18,2104.88,0.05,3,Canada,Amazon,12
2021-12-27,Vitamin C,Vitamin,79,36.2,2859.45,0.0,1,USA,Amazon,12
2021-12-27,Fish Oil,Omega,146,16.28,1663.35,0.3,7,UK,Amazon,12
2021-12-27,Multivitamin,Vitamin,88,45.44,3599.05,0.1,1,UK,Amazon,12
2021-12-27,Pre-Workout,Performance,89,31.18,2774.68,0.0,1,USA,iHerb,12
2021-12-27,BCAA,Amino Acid,134,16.1,1834.19,0.15,4,Canada,iHerb,12
2021-12-27,Creatine,Performance,119,19.16,2279.9,0.0,2,USA,Amazon,12
2021-12-27,Zinc,Mineral,93,19.29,1794.38,0.0,1,Canada,Amazon,12
2021-12-27,Magnesium,Mineral,70,41.37,2606.19,0.1,1,Canada,iHerb,12
2021-12-27,Probiotic,Digestive,105,43.11,3621.26,0.2,3,Canada,Amazon,12
2021-12-27,Ashwagandha,Herbal,128,29.04,2601.71,0.3,4,UK,Walmart,12
2021-12-27,Melatonin,Sleep Aid,128,23.23,2378.39,0.2,1,USA,Walmart,12
2021-12-27,Biotin,Vitamin,130,43.26,3936.27,0.3,2,Canada,iHerb,12
2021-12-27,Green Tea Extract,Fat Burner,107,31.38,2686.26,0.2,2,USA,Amazon,12
2021-12-27,Iron Supplement,Mineral,67,33.25,2228.08,0.0,3,USA,Walmart,12
2021-12-27,Electrolyte Powder,Hydration,142,27.23,2706.33,0.3,6,UK,Amazon,12
2022-01-03,Whey Protein,Protein,184,11.75,1621.6,0.25,3,USA,Walmart,1
2022-01-03,Vitamin C,Vitamin,90,48.06,3676.59,0.15,1,UK,Walmart,1
2022-01-03,Fish Oil,Omega,94,20.97,1971.44,0.0,1,UK,Walmart,1
2022-01-03,Multivitamin,Vitamin,109,24.59,2412.74,0.1,4,UK,Amazon,1
2022-01-03,Pre-Workout,Performance,156,24.21,2832.26,0.25,5,UK,iHerb,1
2022-01-03,BCAA,Amino Acid,74,50.71,3189.57,0.15,3,USA,iHerb,1
2022-01-03,Creatine,Performance,82,40.52,3322.53,0.0,3,UK,Walmart,1
2022-01-03,Zinc,Mineral,111,26.32,2775.32,0.05,2,USA,Walmart,1
2022-01-03,Magnesium,Mineral,58,48.51,2813.38,0.0,0,USA,Walmart,1
2022-01-03,Probiotic,Digestive,57,49.71,2833.68,0.0,2,USA,Walmart,1
2022-01-03,Ashwagandha,Herbal,133,26.13,2605.97,0.25,2,USA,iHerb,1
2022-01-03,Melatonin,Sleep Aid,88,27.39,2410.25,0.0,4,Canada,iHerb,1
2022-01-03,Biotin,Vitamin,101,18.71,1889.53,0.0,1,UK,Walmart,1
2022-01-03,Green Tea Extract,Fat Burner,95,18.74,1780.1,0.0,1,Canada,Amazon,1
2022-01-03,Iron Supplement,Mineral,140,27.73,2717.82,0.3,4,UK,Walmart,1
2022-01-03,Electrolyte Powder,Hydration,97,20.15,1954.69,0.0,1,USA,iHerb,1
2022-01-10,Whey Protein,Protein,107,23.19,2481.72,0.0,3,UK,Walmart,1
2022-01-10,Vitamin C,Vitamin,96,26.42,2535.88,0.0,3,UK,iHerb,1
2022-01-10,Fish Oil,Omega,128,31.05,3179.89,0.2,4,USA,iHerb,1
2022-01-10,Multivitamin,Vitamin,71,40.69,2889.3,0.0,2,Canada,Amazon,1
2022-01-10,Pre-Workout,Performance,112,20.67,2315.0,0.0,3,Canada,Walmart,1
2022-01-10,BCAA,Amino Acid,75,49.8,3174.51,0.15,1,Canada,Amazon,1
2022-01-10,Creatine,Performance,109,46.15,4526.96,0.1,1,UK,iHerb,1
2022-01-10,Zinc,Mineral,66,38.81,2561.76,0.0,1,USA,iHerb,1
2022-01-10,Magnesium,Mineral,74,38.25,2830.4,0.0,2,USA,Amazon,1
2022-01-10,Probiotic,Digestive,90,39.68,3392.57,0.05,1,USA,iHerb,1
2022-01-10,Ashwagandha,Herbal,81,48.57,3344.36,0.15,1,Canada,Amazon,1
2022-01-10,Melatonin,Sleep Aid,111,23.48,2476.13,0.05,5,Canada,Amazon,1
2022-01-10,Biotin,Vitamin,125,44.11,3859.94,0.3,3,Canada,Walmart,1
2022-01-10,Green Tea Extract,Fat Burner,134,25.49,2562.02,0.25,6,Canada,Amazon,1
2022-01-10,Iron Supplement,Mineral,148,18.74,2079.7,0.25,3,Canada,Walmart,1
2022-01-10,Electrolyte Powder,Hydration,148,16.32,1931.79,0.2,6,USA,iHerb,1
2022-01-17,Whey Protein,Protein,103,29.49,3037.17,0.0,2,UK,iHerb,1
2022-01-17,Vitamin C,Vitamin,80,38.57,3085.38,0.0,1,UK,Walmart,1
2022-01-17,Fish Oil,Omega,95,45.78,3479.07,0.2,2,UK,Walmart,1
2022-01-17,Multivitamin,Vitamin,78,38.22,2981.21,0.0,3,UK,Walmart,1
2022-01-17,Pre-Workout,Performance,147,20.83,2603.18,0.15,2,USA,Amazon,1
2022-01-17,BCAA,Amino Acid,52,44.67,2323.06,0.0,0,USA,Amazon,1
2022-01-17,Creatine,Performance,136,36.83,3756.97,0.25,2,USA,iHerb,1
2022-01-17,Zinc,Mineral,44,49.44,2175.14,0.0,2,Canada,Walmart,1
2022-01-17,Magnesium,Mineral,106,29.04,2770.6,0.1,2,UK,Walmart,1
2022-01-17,Probiotic,Digestive,55,49.64,2730.4,0.0,1,USA,iHerb,1
2022-01-17,Ashwagandha,Herbal,99,42.01,3327.14,0.2,1,USA,iHerb,1
2022-01-17,Melatonin,Sleep Aid,59,45.94,2710.27,0.0,2,USA,Amazon,1
2022-01-17,Biotin,Vitamin,86,38.46,3307.25,0.0,0,USA,iHerb,1
2022-01-17,Green Tea Extract,Fat Burner,92,38.03,3149.18,0.1,3,Canada,iHerb,1
2022-01-17,Iron Supplement,Mineral,106,44.39,3529.25,0.25,1,Canada,Amazon,1
2022-01-17,Electrolyte Powder,Hydration,153,15.55,1902.86,0.2,2,Canada,iHerb,1
2022-01-24,Whey Protein,Protein,120,24.59,2951.13,0.0,5,UK,Amazon,1
2022-01-24,Vitamin C,Vitamin,147,17.08,2008.93,0.2,5,Canada,Amazon,1
2022-01-24,Fish Oil,Omega,96,34.01,2938.12,0.1,2,Canada,iHerb,1
2022-01-24,Multivitamin,Vitamin,117,30.06,2638.1,0.25,5,UK,Amazon,1
2022-01-24,Pre-Workout,Performance,97,32.18,3121.07,0.0,4,Canada,Amazon,1
2022-01-24,BCAA,Amino Acid,145,26.16,2655.28,0.3,3,USA,Walmart,1
2022-01-24,Creatine,Performance,106,32.1,3061.95,0.1,2,Canada,Amazon,1
2022-01-24,Zinc,Mineral,53,46.0,2438.12,0.0,1,USA,Amazon,1
2022-01-24,Magnesium,Mineral,120,15.33,1747.91,0.05,2,USA,Walmart,1
2022-01-24,Probiotic,Digestive,69,48.4,3172.7,0.05,2,UK,Amazon,1
2022-01-24,Ashwagandha,Herbal,99,20.86,2065.56,0.0,2,Canada,Walmart,1
2022-01-24,Melatonin,Sleep Aid,95,33.62,2874.21,0.1,1,USA,Walmart,1
2022-01-24,Biotin,Vitamin,79,37.3,2947.08,0.0,0,Canada,Amazon,1
2022-01-24,Green Tea Extract,Fat Burner,72,43.18,3109.01,0.0,1,UK,iHerb,1
2022-01-24,Iron Supplement,Mineral,95,28.65,2722.18,0.0,1,UK,iHerb,1
2022-01-24,Electrolyte Powder,Hydration,65,49.99,3087.16,0.05,1,UK,Walmart,1
2022-01-31,Whey Protein,Protein,128,18.43,2359.53,0.0,3,UK,Amazon,1
2022-01-31,Vitamin C,Vitamin,148,19.18,2270.37,0.2,4,USA,iHerb,1
